County,License Number,MSDE Program Type,Program Name,City Name,Zip Code,Participation Status,Draft Rating,Publishing Status,Published Rating,Published Rubric Version,Date Published,Expiration Date,Application Acceptance Date,Achievements,Accreditations,Alternative Pathways
Montgomery,34485,Family Childcare,Ajaz Sajanlal,Germantown,20874,Yes,1,Active,1,2,Dec 19 2022,Dec 19 2023,Jun 12 2015,,,
Montgomery,34423,Center,Colesville Learning Center for Children,Silver Spring,20904,Yes,1,Active,1,3,Aug 11 2022,Aug 11 2023,Jun 26 2015,,,
Montgomery,34391,Center,Takoma Park Child Development Center,Takoma Park,20912,Yes,5,Active,5,3,Jul 28 2022,Jul 28 2023,Jul 08 2013,,,MSDE
Montgomery,255624,Center,Great Kids Development Center,Takoma Park,20912,Yes,1,Active,1,3,Jul 29 2022,Jul 29 2023,Jan 24 2014,,,
Montgomery,34383,Center,Horizon Child Care,Takoma Park,20912,Yes,1,Active,1,2,Jul 15 2022,Jul 15 2023,Jun 30 2017,,,
Montgomery,34323,Center,Georgetown Hill Child Care Center,Potomac,20854,Yes,5,Active,5,3,Dec 22 2022,Dec 22 2023,Mar 04 2016,Accredited Program,,MSDE
Montgomery,34322,Center,Geneva Day School,Potomac,20854,Yes,3,Active,3,3,May 05 2022,May 05 2023,Dec 04 2012,,,
Montgomery,34265,Center,St. James Children's School,Potomac,20854,Yes,3,Active,3,3,Nov 21 2022,Nov 21 2023,Apr 01 2016,,,
Montgomery,34196,Center,Kids After Hours at Burtonsville,Burtonsville,20866,Yes,3,Active,3,2,Mar 23 2022,Mar 23 2023,Mar 28 2014,,,
Montgomery,34128,Center,Camp Olympia Country Day School,Rockville,20855,Yes,1,Active,1,3,Dec 12 2022,Dec 12 2023,May 29 2015,,,
Montgomery,34115,Center,YMCA BCC Ayrlawn Children's Center,Bethesda,20817,Yes,1,Active,1,3,Aug 03 2022,Aug 03 2023,Nov 26 2014,,,
Montgomery,34105,Center,Saint Martin's School After Care Program,Gaithersburg,20877,Yes,1,Active,1,3,Aug 09 2022,Aug 09 2023,May 29 2015,,,
Howard,34020,Center,Peter Pan Learning Center,Marriottsville,21104,Yes,5,Active,5,3,Nov 09 2022,Nov 09 2023,Jul 28 2014,,,MSDE
Howard,33994,Center,KinderCare-000350,Columbia,21044,Yes,1,Active,1,3,Dec 27 2022,Dec 27 2023,Sep 28 2013,,,National Association for the Education of Young Children (NAEYC)
Montgomery,33933,Center,Crossway Community Montessori School,Kensington,20895,Yes,4,Active,4,3,Dec 09 2022,Dec 09 2023,Nov 27 2012,,,MSDE
Montgomery,33915,Center,Colesville Child Care,Silver Spring,20904,Yes,3,Active,3,3,May 10 2022,May 10 2023,Nov 27 2012,Accredited Program 2025-12-31,Maryland Accreditation (MSDE) 2025-12-31,MSDE
Montgomery,33911,Center,Dee Dee's Place at Fairland,Silver Spring,20904,Yes,3,Active,3,3,Oct 27 2022,Oct 27 2023,Feb 11 2014,,,
Montgomery,33904,Center,Dee Dee's Place,Silver Spring,20904,Yes,3,Active,3,3,Jan 27 2022,Jan 27 2023,Jan 10 2014,,,
Montgomery,33898,Center,Horizon Child Care Incorporated at Martin Luther King Park,Silver Spring,20904,Yes,4,Active,4,3,Aug 17 2022,Aug 17 2023,Jul 09 2014,,,MSDE 2025-06-30
Montgomery,33887,Center,Saint Francis International School,Silver Spring,20903,Yes,5,Active,5,3,Jan 27 2022,Jan 27 2023,Jul 09 2014,Accredited Program,,AdvancED
Montgomery,33870,Center,Childtime Children's Center,Gaithersburg,20878,Yes,0,Inactive,1,3,Jan 14 2020,Dec 01 2022,Mar 28 2014,,,
Montgomery,33857,Center,KinderCare-301407,Gaithersburg,20878,Yes,3,Active,3,3,Jul 05 2022,Jul 05 2023,May 12 2014,,National Association for the Education of Young Children (NAEYC),National Association for the Education of Young Children (NAEYC)
Montgomery,33842,Center,Bar-T at Travilah Elementary School,North Potomac,20878,Yes,3,Active,3,2,May 12 2022,May 12 2023,Nov 22 2013,,,
Montgomery,33841,Center,Bar-T at Rachel Carson Elementary School,Gaithersburg,20878,Yes,3,Active,3,2,May 12 2022,May 12 2023,Jan 24 2014,,,
Montgomery,33839,Center,Academy Child Development Center @ Stonemill ES,North Potomac,20878,Yes,1,Active,1,3,Oct 24 2022,Oct 24 2023,Jul 08 2014,Accredited Program,,MSDE
Montgomery,33836,Center,Academy Child Development Center,North Potomac,20878,Yes,5,Active,5,3,Aug 05 2022,Aug 05 2023,May 12 2014,Accredited Program 2024-11-30,,MSDE
Baltimore City,33812,Family Childcare,Joslyn Dorsey,Baltimore,21215,Yes,0,Inactive,1,2,Sep 01 2020,Aug 10 2022,Dec 27 2013,,,
Howard,33793,Center,St. Johns Lane Extended Recreation Program,Ellicott City,21042,Yes,1,Active,1,2,Jul 26 2022,Jul 26 2023,Mar 11 2014,,,
Howard,33778,Center,Pointers Run Extended Recreation Program,Clarksville,21029,Yes,1,Active,1,2,Jul 26 2022,Jul 26 2023,Mar 11 2014,,,
Howard,33746,Center,Lisbon Extended Recreation Program,Lisbon,21765,Yes,1,Active,1,2,Jul 26 2022,Jul 26 2023,Jul 09 2014,,,
Howard,257442,Center,The Young School Early Education Program,Columbia,21046,Yes,3,Active,3,3,Feb 15 2022,Feb 15 2023,Apr 25 2014,,,MSDE
Howard,33738,Center,Laurel Woods Extended Recreation Program,Laurel,20723,Yes,1,Active,1,2,Jul 26 2022,Jul 26 2023,Mar 11 2014,,,
Howard,33734,Center,Clarlen Nursery Inc,Ellicott City,21042,Yes,1,Active,1,3,Jul 05 2022,Jul 05 2023,Nov 26 2014,,,
Howard,33733,Center,Forest Ridge Extended Recreation Program,Laurel,20723,Yes,1,Active,1,2,Jul 26 2022,Jul 26 2023,Mar 11 2014,,,
Montgomery,33695,Center,Kids After Hours at Greencastle Elementary,Silver Spring,20904,Yes,3,Active,3,2,Jan 25 2022,Jan 25 2023,Mar 28 2014,,,
Howard,33692,Center,La Petite Child Care,Columbia,21046,Yes,1,Active,1,3,Jul 21 2022,Jul 21 2023,Nov 27 2012,,,
Howard,33684,Center,La Petite Child Care,Ellicott City,21042,Yes,0,Inactive,1,3,Sep 30 2019,Aug 10 2022,Feb 06 2015,,,
Howard,33673,Center,La Petite Child Care,Columbia,21045,Yes,3,Active,3,3,Jan 12 2022,Jan 12 2023,Dec 22 2014,,,
Washington,33662,Center,YMCA Emma K. Doub After School,Clear Spring,21722,Yes,2,Active,2,2,Jul 13 2022,Jul 13 2023,Nov 26 2014,,,
Howard,33656,Center,Worthington Elementary SAS,Ellicott City,21043,Yes,2,Active,2,2,Jan 27 2022,Jan 27 2023,Nov 15 2013,,,
Howard,33655,Center,Elkridge Extended Recreation Program,Elkridge,21075,Yes,1,Active,1,2,Jul 26 2022,Jul 26 2023,Jun 26 2014,,,
Washington,33654,Center,YMCA Fountaindale ASP,Hagerstown,21740,Yes,2,Active,2,2,Jul 13 2022,Jul 13 2023,Nov 26 2014,,,
Howard,33653,Center,Waterloo Elementary SAS,Columbia,21045,Yes,2,Active,2,2,Apr 21 2022,Apr 21 2023,Nov 15 2013,,,
Washington,33651,Center,Head Start of Washington Co.,Hagerstown,21740,Yes,5,Active,5,3,Jun 23 2022,Jun 23 2023,Dec 04 2012,,,MSDE
Howard,33650,Center,Thunder Hill Elementary SAS,Columbia,21045,Yes,2,Active,2,2,Dec 06 2022,Dec 06 2023,Nov 15 2013,,,
Howard,33649,Center,Deep Run Extended Recreation Program,Elkridge,21075,Yes,1,Active,1,2,Jul 26 2022,Jul 26 2023,Mar 11 2014,,,
Howard,33646,Center,Talbott Springs Elementary SAS,Columbia,21045,Yes,2,Active,2,2,Jan 27 2022,Jan 27 2023,Nov 15 2013,,,
Calvert,33641,Center,Saint Paul United Methodist Preschool Center,Lusby,20657,Yes,2,Active,2,3,Aug 24 2022,Aug 24 2023,Apr 29 2016,,,
Howard,33639,Center,Swansfield Elementary SAS,Columbia,21044,Yes,2,Active,2,2,Jan 13 2022,Jan 13 2023,Nov 15 2013,,,
Montgomery,33634,Center,First Baptist Church WEE Center,Rockville,20850,Yes,5,Active,5,3,Nov 15 2022,Nov 15 2023,Jul 01 2013,Health and Wellness  | Accredited Program 2025-07-31,,MSDE 2025-07-31
Montgomery,33625,Center,Bar-T @ Goshen Elementary School,Gaithersburg,20882,Yes,3,Active,3,2,May 12 2022,May 12 2023,Nov 22 2013,,,
Carroll,33610,Center,Sunshine Child Development Center II,Lineboro,21102,Yes,1,Active,1,3,Dec 27 2022,Dec 27 2023,Sep 06 2013,,,
Montgomery,33601,Center,"The Arc Montgomery County Karasik and Family, Infant and Child Care Center",Silver Spring,20901,Yes,4,Active,4,3,May 06 2022,May 06 2023,Jul 08 2013,Accredited Program 2025-04-30,Maryland Accreditation (MSDE) 2025-04-30,MSDE 2025-04-30
Montgomery,33599,Center,Northwood Presbyterian Child Care Center,Silver Spring,20902,Yes,1,Active,1,3,Apr 20 2022,Apr 20 2023,Apr 17 2015,,,
Carroll,33585,Center,ABC Care Inc/Eldersburg,Sykesville,21784,Yes,2,Active,3,2,Jan 04 2022,Jan 04 2023,Oct 24 2013,,,Council on Accreditation / After-School Accreditation (COA/ASA)
Carroll,33582,Center,ABC Care Inc/Piney Ridge,Sykesville,21784,Yes,2,Active,3,2,Jan 04 2022,Jan 04 2023,Oct 24 2013,,,Council on Accreditation / After-School Accreditation (COA/ASA)
Carroll,33580,Center,ABC Care Inc/Friendship Valley,Westminster,21157,Yes,2,Active,3,2,Jan 04 2022,Jan 04 2023,Oct 24 2013,,,
Caroline,33565,Center,Denton Child Development Center,Denton,21629,Yes,1,Active,1,3,Mar 23 2022,Mar 23 2023,May 12 2014,,,
Montgomery,33518,Center,Tikvat Israel ECC,Rockville,20851,Yes,3,Active,3,3,May 02 2022,May 02 2023,Aug 09 2013,,,
Baltimore City,33514,Center,Catholic Charities Head Start Baltimore City @ Wilkens Avenue,Baltimore,21223,Yes,1,Active,1,3,Jul 08 2022,Jul 08 2023,Aug 09 2013,,,MSDE
Howard,33510,Center,Grace Early Learning Center,Elkridge,21075,Yes,1,Active,1,3,Dec 13 2022,Dec 13 2023,Dec 16 2013,,,
Montgomery,33497,Center,Bright Eyes Child Care,Silver Spring,20906,Yes,3,Active,3,3,Aug 22 2022,Aug 22 2023,Jul 03 2013,,,MSDE
Baltimore,33496,Center,White Marsh Child Care III,Baltimore,21236,Yes,1,Active,1,3,Oct 20 2022,Oct 20 2023,Mar 28 2014,,,
Howard,33492,Center,Stevens Forest SAS,Columbia,21045,Yes,2,Active,2,2,Dec 06 2022,Dec 06 2023,Nov 15 2013,,,
Howard,33477,Center,Running Brook SAS,Columbia,21044,Yes,2,Active,2,2,Mar 23 2022,Mar 23 2023,Nov 15 2013,,,
Washington,33451,Center,YMCA Clear Spring AS,Clear Spring,21722,Yes,2,Active,2,2,Jul 13 2022,Jul 13 2023,Nov 26 2014,,,
Montgomery,33447,Center,Optimal Learning  Center at Captain Daly Elementary School,Germantown,20876,Yes,1,Active,1,3,Jan 04 2022,Jan 04 2023,Sep 18 2015,,,
Montgomery,33443,Center,Peppertree Children 's Center,Germantown,20874,Yes,5,Active,5,3,Jan 19 2022,Jan 19 2023,Dec 03 2012,Accredited Program,National Association for the Education of Young Children (NAEYC) 2023-04-01,National Association for the Education of Young Children (NAEYC)
Montgomery,33434,Center,Bar-T at Ronald McNair Elementary School,Germantown,20874,Yes,3,Active,3,2,May 12 2022,May 12 2023,Jul 09 2014,,,
Montgomery,33405,Center,The Learning Tree Child Development Center,Burtonsville,20866,Yes,3,Active,3,3,May 20 2022,May 20 2023,Mar 28 2014,Quality Business Practices,,
Howard,33400,Center,Bollman Bridge Extended  Recreation Program,Jessup,20794,Yes,1,Active,1,2,Jul 26 2022,Jul 26 2023,Mar 11 2014,,,
Baltimore,33386,Center,Honeygo Child Development Center,Perry Hall,21128,Yes,1,Active,1,3,Sep 08 2022,Sep 08 2023,Jun 12 2015,,,
Howard,33375,Center,Phelps Luck SAS,Columbia,21045,Yes,2,Active,2,2,Jan 27 2022,Jan 27 2023,Nov 15 2013,,,
Calvert,33352,Center,Busy Bee Nursery,Prince Frederick,20678,Yes,1,Active,1,3,Feb 08 2022,Feb 08 2023,May 08 2014,,,
Montgomery,33349,Center,La Petite Child Care,Germantown,20874,Yes,1,Active,1,3,Jan 27 2022,Jan 27 2023,Mar 28 2014,,,
Calvert,33333,Center,Solomons Day Care Center,Solomons,20688,Yes,5,Active,5,3,Sep 20 2022,Sep 20 2023,Nov 08 2013,,,
Montgomery,33317,LOC,St. John the Evangelist Extended Day Prgrm.,Silver Spring,20902,Yes,1,Active,1,3,Sep 01 2022,Sep 01 2023,May 12 2017,,,AdvancED
Montgomery,33306,Center,Montgomery Child Care Association Kensington/Forest Glen,Silver Spring,20902,Yes,5,Active,5,3,Aug 24 2022,Aug 24 2023,Nov 22 2013,,,MSDE
Montgomery,33305,Center,La Petite,Gaithersburg,20877,Yes,1,Active,1,3,Oct 06 2022,Oct 06 2023,Mar 28 2014,,,
Montgomery,33303,Center,YMCA SS CCC @ Hastings,Silver Spring,20901,Yes,3,Active,3,3,Feb 23 2022,Feb 23 2023,Nov 26 2014,,,
Montgomery,33302,Center,YMCA School's Out Club at Indian Spring Recreation Center,Silver Spring,20901,Yes,3,Active,3,2,Mar 23 2022,Mar 23 2023,Jan 10 2014,,,
Montgomery,33301,Center,Silver Spring Presbyterian Church Children's Center,Silver Spring,20901,Yes,0,Active,2,3,May 20 2022,May 20 2023,Jul 01 2013,,,MSDE
Carroll,33281,Center,ABC Care Inc/Mechanicsville,Sykesville,21784,Yes,2,Active,3,2,Jan 04 2022,Jan 04 2023,Oct 24 2013,,,
Allegany,33280,Center,HRDC Cumberland St. Head Start,Cumberland,21502,Yes,1,Active,1,3,Nov 28 2022,Nov 28 2023,Dec 27 2013,,,
Montgomery,33277,Center,Silver Spring Learning Center,Silver Spring,20902,Yes,3,Active,3,3,May 19 2022,May 19 2023,Dec 09 2014,,,
Carroll,33273,Center,ABC Care Inc. @ Westminster ES,Westminster,21158,Yes,2,Active,2,2,Dec 22 2022,Dec 22 2023,Oct 24 2013,,,
Carroll,33272,Center,ABC Care Inc/St John's,Westminster,21157,Yes,3,Active,3,2,Dec 22 2022,Dec 22 2023,Oct 24 2013,,,
Prince George's,33259,Center,St. Matthew's UME Education Center,Bowie,20715,Yes,4,Active,4,3,Nov 09 2022,Nov 09 2023,Nov 27 2012,,,MSDE
Prince George's,33247,Center,Prince George's County Public School Employee's Child Care Center,Landover Hills,20784,Yes,3,Active,3,3,Mar 23 2022,Mar 23 2023,Feb 11 2014,,,MSDE
Prince George's,33243,Center,New Hope Academy,Landover Hills,20784,Yes,1,Active,1,3,Aug 08 2022,Aug 08 2023,Apr 25 2014,,,
Carroll,33237,Center,Holy Spirit ECLC,Eldersburg,21784,Yes,1,Active,1,3,Oct 06 2022,Oct 06 2023,Sep 28 2013,,,
Carroll,33208,Center,Littlest Learners Child Development Center,Westminster,21157,Yes,5,Active,5,3,Oct 17 2022,Oct 17 2023,Dec 03 2012,,,MSDE 2025-10-31
Prince George's,33205,Center,LaPetite Child Care,Bowie,20720,Yes,2,Active,2,3,Sep 12 2022,Sep 12 2023,Oct 11 2013,,,
Prince George's,33202,Center,KinderCare - 301118,Bowie,20716,Yes,0,Active,3,3,Jun 09 2022,Jun 09 2023,Apr 25 2014,,,National Association for the Education of Young Children (NAEYC)
Prince George's,33199,Center,KinderCare -301301,Lanham,20706,Yes,3,Active,3,3,Dec 09 2022,Dec 09 2023,Sep 28 2013,,National Association for the Education of Young Children (NAEYC) 2023-09-01,National Association for the Education of Young Children (NAEYC)
Prince George's,33195,Center,William Beanes SACC,Suitland,20746,Yes,1,Active,1,2,Sep 08 2022,Sep 08 2023,Nov 29 2016,,,
Prince George's,257543,Center,Two Swanns Early Learning Center,Suitland,20746,Yes,3,Active,3,3,Jun 22 2022,Jun 22 2023,Aug 09 2013,,,
Prince George's,33163,Center,PG County Employee's CCC,Upper Marlboro,20772,Yes,3,Active,3,3,Mar 23 2022,Mar 23 2023,Dec 09 2014,,,MSDE
Prince George's,33151,Center,Langley Park Community Center,Hyattsville,20783,Yes,1,Active,1,2,Jun 17 2022,Jun 17 2023,Jun 26 2015,,,MSDE
Washington,256481,Center,Rehoboth Learning Center,Williamsport,21795,Yes,5,Active,5,3,May 13 2022,May 13 2023,Jul 01 2013,,,MSDE
Howard,33149,Center,Resurrection St.Paul Ed-U-Care,Ellicott City,21042,Yes,3,Active,3,3,Apr 21 2022,Apr 21 2023,Nov 13 2015,,,AdvancED
Prince George's,33140,Center,Hyattsville Hills Child and Family Center,Hyattsville,20781,Yes,1,Active,1,3,Jan 20 2022,Jan 20 2023,May 29 2015,,,
Howard,33139,LOC,Bethany Lane Baptist Church,Ellicott City,21042,Yes,1,Active,1,3,Dec 27 2022,Dec 27 2023,May 01 2015,,,
Prince George's,33133,Center,New Carrollton Early Learning Center,New Carrollton,20784,Yes,3,Active,3,3,Mar 16 2022,Mar 16 2023,Nov 27 2012,,,
Queen Anne's,33122,Center,Day Care Inc.,Centreville,21617,Yes,2,Active,2,3,Jun 14 2022,Jun 14 2023,Sep 28 2013,,,
Montgomery,33118,Center,Clara Barton Center for Children,Cabin John,20818,Yes,5,Active,5,3,May 18 2022,May 18 2023,Nov 27 2012,Accredited Program 2025-05-31,,MSDE
Carroll,33116,Center,Sunshine Child Development Center I,Lineboro,21102,Yes,1,Active,1,3,Aug 05 2022,Aug 05 2023,Dec 09 2014,,,
Montgomery,33112,Center,Community Companions,Rockville,20851,Yes,3,Active,3,2,Jun 09 2022,Jun 09 2023,Oct 04 2018,,,Council on Accreditation / After-School Accreditation (COA/ASA)
Carroll,33106,Center,Wee Care Best-Hampstead,Hampstead,21074,Yes,3,Active,3,3,Apr 21 2022,Apr 21 2023,Jul 08 2013,,,
Carroll,33099,Center,Child's Nurturing Center,Finksburg,21048,Yes,3,Active,3,3,Jul 28 2022,Jul 28 2023,Sep 10 2013,,,
Prince George's,33080,Center,The Children's Centre,Bowie,20716,Yes,2,Active,2,3,Sep 02 2022,Sep 02 2023,Mar 28 2014,,,
Carroll,33055,Center,KinderCare-301124,Eldersburg,21784,Yes,3,Active,3,3,May 03 2022,May 03 2023,Mar 28 2014,,,National Association for the Education of Young Children (NAEYC)
Prince George's,33020,Center,St. Ann's Day Care Center,Hyattsville,20782,Yes,2,Active,2,3,Feb 02 2022,Feb 02 2023,May 01 2015,,,
Prince George's,33005,Center,Northwestern HS CCC,Hyattsville,20782,Yes,1,Active,1,3,Aug 23 2022,Aug 23 2023,Aug 23 2014,,,
Prince George's,32997,Center,YMCA Laurel Elementary,Laurel,20707,Yes,1,Active,1,2,Aug 18 2022,Aug 18 2023,May 05 2017,,,
Prince George's,32991,Center,KinderCare - 301178,Laurel,20707,Yes,0,Active,3,3,Mar 24 2022,Mar 24 2023,Dec 03 2012,,,National Association for the Education of Young Children (NAEYC)
Kent,32988,Center,Miss Ann's Day Care LLC,Chestertown,21620,Yes,1,Active,1,3,Sep 20 2022,Sep 20 2023,Jul 09 2014,,,
Prince George's,32979,Center,Greenway Learning Center for Infant and Children,Greenbelt,20770,Yes,1,Active,1,3,Oct 06 2022,Oct 06 2023,Jul 03 2013,,,
Prince George's,32977,Center,Greenbelt Children's Center,Greenbelt,20770,Yes,5,Active,5,3,Nov 28 2022,Nov 28 2023,Apr 17 2013,Health and Wellness  | Quality Business Practices  | Accredited Program 2023-02-01,National Association for the Education of Young Children (NAEYC) 2023-02-01,National Association for the Education of Young Children (NAEYC)
Prince George's,32975,Center,Goddard Child Development  Center,Greenbelt,20771,Yes,5,Active,5,3,May 02 2022,May 02 2023,Dec 04 2012,Health and Wellness  | Quality Business Practices  | Cultural and Linguistic Competency  | Accredited Program,,MSDE  | National Association for the Education of Young Children (NAEYC)
Washington,32951,Center,YMCA Pangborn AS,Hagerstown,21742,Yes,2,Active,2,2,Sep 01 2022,Sep 01 2023,Nov 26 2014,,,
Washington,32950,Center,Maugansville After School Center,Maugansville,21767,Yes,1,Active,1,2,Nov 22 2022,Nov 22 2023,Jan 10 2014,,,
Washington,32949,Center,YMCA Lincolnshire AS,Hagerstown,21740,Yes,2,Active,2,2,Jul 13 2022,Jul 13 2023,Nov 26 2014,,,
Washington,32948,Center,Kids Club Inc,Boonsboro,21713,Yes,1,Active,1,2,Nov 03 2022,Nov 03 2023,Jan 24 2014,,,
Howard,32945,Center,Northfield Elementary SAS,Ellicott City,21042,Yes,2,Active,2,2,Apr 21 2022,Apr 21 2023,Nov 15 2013,,,
Baltimore,32938,Center,Lodge Forest Child Care Center,Baltimore,21219,Yes,1,Active,1,3,Oct 31 2022,Oct 31 2023,Apr 29 2014,,,
Howard,32923,Center,Longfellow Elementary SAS,Columbia,21044,Yes,2,Active,2,2,Jan 27 2022,Jan 27 2023,Nov 15 2013,,,
Howard,32915,Center,Jeffers Hill SAS,Columbia,21045,Yes,2,Active,2,2,Feb 23 2022,Feb 23 2023,Nov 15 2013,,,
Baltimore,32913,Center,YMCA Back River Head Start Center,Baltimore,21221,Yes,4,Active,4,3,Dec 13 2022,Dec 13 2023,May 12 2014,,,MSDE
Washington,32910,Center,Hagerstown Day Nursery Inc,Hagerstown,21740,Yes,1,Active,1,3,Jun 08 2022,Jun 08 2023,Aug 09 2013,,,
Howard,32888,Center,Hammond Elementary SAS,Laurel,20723,Yes,2,Active,2,2,Feb 23 2022,Feb 23 2023,Nov 15 2013,,,
Howard,32868,Center,Guilford Elementary SAS,Columbia,21046,Yes,2,Active,2,2,Dec 06 2022,Dec 06 2023,Nov 08 2013,,,
Howard,32862,Center,Clemens Crossing ElementarySAS,Columbia,21044,Yes,2,Active,2,2,Feb 23 2022,Feb 23 2023,Nov 08 2013,,,
Prince George's,32840,Center,Deerfield Run Community Center Kid's Care,Laurel,20708,Yes,1,Active,1,2,Jun 17 2022,Jun 17 2023,Jun 26 2015,,,
Howard,32838,Center,Clarksville Elementary SAS,Clarksville,21029,Yes,2,Active,2,2,Feb 23 2022,Feb 23 2023,Nov 08 2013,,,
Howard,32828,Center,Centennial Lane Elementary SAS,Ellicott City,21042,Yes,2,Active,2,2,Feb 23 2022,Feb 23 2023,Jan 24 2013,,,
Prince George's,32827,Center,KinderCare - 000157,Beltsville,20705,Yes,3,Active,3,3,Jun 23 2022,Jun 23 2023,Sep 28 2013,,,National Association for the Education of Young Children (NAEYC)
Howard,32812,Center,Bryant Woods Elementary SAS,Columbia,21044,Yes,2,Active,2,2,Mar 23 2022,Mar 23 2023,Jul 08 2014,,,
Howard,32805,Center,Atholton Elementary SAS,Columbia,21046,Yes,2,Active,2,2,Feb 23 2022,Feb 23 2023,Nov 08 2013,,,
Montgomery,32795,Center,Montgomery Child Care Park Street,Rockville,20851,Yes,5,Active,5,3,Aug 24 2022,Aug 24 2023,Jan 10 2014,,,MSDE
Baltimore,32790,LOC,Immaculate Conception Preschool and Extended Day,Towson,21204,Yes,5,Active,5,3,Jun 24 2022,Jun 24 2023,Feb 20 2015,Eco-Friendly Program  | Accredited Program,,AdvancED
Prince George's,32759,Center,Learning World Child Development Center,Bladensburg,20710,Yes,2,Active,2,3,Oct 12 2022,Oct 12 2023,Jan 17 2015,,,
Charles,32698,Center,Good Shepherd Education Center,Waldorf,20602,Yes,5,Active,5,3,Apr 06 2022,Apr 06 2023,Sep 28 2013,Quality Business Practices,,MSDE
Washington,32509,Center,YMCA Bester AS,Hagerstown,21740,Yes,2,Active,2,2,Jul 13 2022,Jul 13 2023,Nov 26 2014,,,
Frederick,32475,Center,Kuddly Bear Child Development Center,Woodsboro,21798,Yes,5,Active,5,3,Jul 25 2022,Jul 25 2023,Apr 17 2013,,,MSDE
Prince George's,32446,Center,St Margaret's Day Care Center,Seat Pleasant,20743,Yes,0,Inactive,1,3,Jan 23 2020,Dec 01 2022,Mar 06 2015,,,
Montgomery,32408,Center,Childtime Children's Center,Bethesda,20814,Yes,1,Active,1,3,Jul 15 2022,Jul 15 2023,Mar 28 2014,,,
Montgomery,32402,Center,The Family Academy of Bethesda,Bethesda,20814,Yes,1,Active,1,3,Feb 24 2022,Feb 24 2023,Apr 03 2015,,,
Prince George's,32281,Center,New Chapel Day Care,Camp Springs,20748,Yes,1,Active,1,3,Sep 26 2022,Sep 26 2023,Aug 23 2014,,,
