County,License Number,MSDE Program Type,Program Name,City Name,State Name,Zip Code,Participation Status,Draft Rating,Has Program Published,Published Rating,Has an Accreditation,Published Rubric Version,Date Published,Expiration Date,Total TAS Requests,Most Recent TAS request,Achievements,Accreditations,Alternative Pathways
Howard,81409,Center,Glenwood Country Day School,Woodbine,Maryland,21797,Yes,5,Yes,5,Yes,3,Oct 25 2018,Apr 30 2020,0,,Accredited Program 2020-06-30,Maryland Accreditation (MSDE) 2020-06-30,MSDE
Harford,81339,Center,Celebree Learning Center - Laurel Bush,Bel Air,Maryland,21015,Yes,4,Yes,1,Yes,3,Oct 25 2018,Apr 15 2020,0,,Accredited Program,,MSDE
Baltimore,81330,Center,Play Centers at Stoneleigh Elementary School,Baltimore,Maryland,21212,Yes,3,Yes,3,No,1,Oct 25 2018,Mar 17 2020,0,,,,
Prince George's,81282,Center,Diane's Day Care,Capitol Heights,Maryland,20743,Yes,1,Yes,1,Yes,3,Dec 05 2018,Dec 16 2020,3,Dec 15 2019,,,
Washington,81246,Registered Family Home,Linda Nokes,Williamsport,Maryland,21795,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jul 11 2020,0,,,,
Allegany,81244,Registered Family Home,Tiffany Crowe,Cresaptown,Maryland,21502,Yes,1,Yes,1,No,2,Jan 10 2019,Dec 19 2020,0,,,,
Howard,81220,Center,Joy in Learning Preschool,Columbia,Maryland,21045,Yes,1,Yes,1,Yes,3,Oct 25 2018,Jul 07 2020,0,,,,
Prince George's,80947,Center,Maree's Early Learning Center,Temple Hills,Maryland,20748,Yes,1,Yes,1,No,3,Oct 25 2018,Jan 22 2020,0,,,,
Saint Mary's,80849,Registered Family Home,Barbara Spitzer,Mechanicsville,Maryland,20659,Yes,1,Yes,1,No,2,Oct 25 2018,Oct 21 2020,0,,,,
Frederick,80496,Center,KinderCare-000882,Frederick,Maryland,21703,Yes,1,Yes,1,Yes,3,Oct 25 2018,May 03 2020,0,,Accredited Program 2020-05-01,National Association for the Education of Young Children (NAEYC) 2020-05-01,
Prince George's,80340,Center,Little Stuffie's II,Landover,Maryland,20785,Yes,1,Yes,1,Yes,3,Oct 25 2018,Jul 16 2020,0,,,,
Cecil,80331,Registered Family Home,Diane Shortall,Elkton,Maryland,21921,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jul 02 2020,0,,,,
Prince George's,80243,Registered Family Home,Meena Gaafar,Lanham,Maryland,20706,Yes,1,Yes,1,Yes,2,Oct 25 2018,May 14 2020,0,,,,
Baltimore,80214,Registered Family Home,Frances Johnson,Randallstown,Maryland,21133,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jun 04 2020,0,,,,
Baltimore City,80124,Registered Family Home,Carolyn Miller,Baltimore,Maryland,21217,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jun 24 2020,1,Jun 06 2019,,,
Montgomery,80103,Registered Family Home,Maria Artola,Rockville,Maryland,20852,Yes,5,Yes,5,Yes,2,Oct 25 2018,May 20 2020,0,,Asthma-Friendly Program  | Health and Wellness  | Quality Business Practices  | Accredited Program,,NAFCC
Prince George's,80077,Registered Family Home,Brenda Hawkins,Upper Marlboro,Maryland,20774,Yes,2,Yes,2,No,2,Oct 25 2018,Feb 08 2020,0,,,,
Allegany,80016,Center,YMCA School Age Child Care Center,Cumberland,Maryland,21502,Yes,0,Yes,1,Yes,1,Oct 25 2018,Sep 11 2020,0,,,,
Allegany,79882,Center,Lighthouse Christian Daycare,Cumberland,Maryland,21502,Yes,1,Yes,1,No,3,Oct 25 2018,Feb 22 2020,0,,,,
Baltimore,79794,Center,Play and Learn at Hunt Valley,Hunt Valley,Maryland,21031,Yes,3,Yes,3,No,3,Dec 19 2018,Dec 15 2020,2,Oct 30 2018,,,
Montgomery,79723,Registered Family Home,Claudia Mikeliunas,Silver Spring,Maryland,20902,Yes,5,Yes,5,Yes,2,Nov 30 2018,Nov 11 2020,0,,Accredited Program,,NAFCC
Prince George's,79662,Registered Family Home,Jamelle Martin,Clinton,Maryland,20735,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jan 31 2020,0,,,,
Baltimore,79551,Center,Creative Kids Child Care Center,Baltimore,Maryland,21227,Yes,1,Yes,1,Yes,3,Oct 25 2018,Sep 30 2020,0,,,,
Carroll,79504,Registered Family Home,Jennifer Farrow,Taneytown,Maryland,21787,Yes,1,Yes,1,Yes,2,Jan 11 2019,Dec 03 2020,0,,,,
Saint Mary's,78947,Registered Family Home,Shirley Barnett,Great Mills,Maryland,20634,Yes,1,Yes,1,No,2,Jan 04 2019,Dec 30 2020,0,,,,
Montgomery,78905,Registered Family Home,Khadra Ayorinde,Rockville,Maryland,20851,Yes,5,Yes,5,Yes,2,Dec 07 2018,Dec 12 2020,0,,,,NAFCC
Prince George's,78676,Registered Family Home,Lisa Hogan,Fort Washington,Maryland,20744,Yes,1,Yes,1,No,2,Oct 25 2018,Feb 22 2020,0,,,,
Anne Arundel,78619,Registered Family Home,Donna Novak,Glen Burnie,Maryland,21060,Yes,1,Yes,1,No,2,Jan 05 2019,Nov 20 2020,0,,,,
Baltimore City,254807,Registered Family Home,Victoria Harriday,Baltimore,Maryland,21216,Yes,1,Yes,1,No,2,Oct 25 2018,Feb 05 2020,0,,,,
Harford,78314,Center,Childtime Children's Center # 823,Bel Air,Maryland,21014,Yes,1,Yes,1,Yes,3,Oct 25 2018,Apr 03 2020,0,,,,NECPA
Harford,78312,Center,Childtime Children's Center #824,Belcamp,Maryland,21017,Yes,1,Yes,1,Yes,3,Oct 25 2018,Apr 03 2020,0,,,,NECPA
Harford,78199,Center,Good Shepherd Lutheran Preschool,Bel Air,Maryland,21014,Yes,3,Yes,3,No,3,Mar 17 2019,Jul 15 2020,0,,,,
Baltimore City,78141,Center,St.Francis of Assisi ASCP,Baltimore,Maryland,21218,Yes,5,Yes,5,Yes,3,Oct 25 2018,Jan 31 2020,0,,,,AdvancED
Washington,78126,Center,Gateway Learning Center,Williamsport,Maryland,21795,Yes,2,Yes,2,Yes,3,Jul 16 2019,Sep 26 2020,0,,,,
Baltimore,77989,Registered Family Home,Susan Pilcher,Baltimore,Maryland,21228,Yes,1,Yes,1,Yes,2,Oct 25 2018,Sep 23 2020,0,,,,
Charles,77749,Registered Family Home,Judy King,Waldorf,Maryland,20602,Yes,1,Yes,1,No,2,Oct 25 2018,Apr 23 2020,0,,,,
Baltimore City,77644,Registered Family Home,Ernestine Carter,Baltimore,Maryland,21213,Yes,2,Yes,2,Yes,2,Oct 25 2018,Mar 07 2020,0,,,,
Talbot,77299,Center,Creative Corner,Easton,Maryland,21601,Yes,3,Yes,3,Yes,3,Oct 25 2018,Feb 08 2020,1,Jan 18 2019,,,
Baltimore,77001,Registered Family Home,Cheryl Abbott,Baltimore,Maryland,21207,Yes,1,Yes,1,No,2,Oct 25 2018,May 30 2020,0,,,,
Baltimore City,76935,Registered Family Home,Rochelle Wilson,Baltimore,Maryland,21213,Yes,1,Yes,1,Yes,2,Oct 25 2018,Sep 16 2020,0,,,,
Prince George's,76872,Registered Family Home,Gloria Oliver,Clinton,Maryland,20735,Yes,1,Yes,1,No,2,Oct 25 2018,Jul 01 2020,0,,,,
Howard,76775,Center,Childtime Children's Center,Columbia,Maryland,21045,Yes,1,Yes,1,Yes,3,Oct 25 2018,Jun 04 2020,0,,,,
Frederick,76754,Center,La Petite Child  Care Center,Frederick,Maryland,21701,Yes,1,Yes,1,Yes,3,Oct 25 2018,Aug 08 2020,0,,,,NECPA
Baltimore City,76688,Center,Catholic Charities Head Start Baltimore City @ Sterrett Street,Baltimore,Maryland,21230,Yes,2,Yes,2,Yes,3,Mar 22 2019,Aug 08 2020,0,,,,MSDE
Baltimore,76642,Registered Family Home,Mary Ann Sokolis,Perry Hall,Maryland,21128,Yes,1,Yes,1,No,2,Oct 25 2018,Jan 15 2020,0,,,,
Baltimore,76562,Center,Open Door at Westchester Elementary School,Baltimore,Maryland,21228,Yes,0,Yes,1,Yes,1,Oct 25 2018,Sep 03 2020,0,,,,
Howard,76510,Center,KinderCare-301533,Elkridge,Maryland,21075,Yes,1,Yes,1,Yes,3,Oct 25 2018,Oct 20 2020,0,,,,National Association for the Education of Young Children (NAEYC)
Talbot,76429,Registered Family Home,Susan Guffey,Easton,Maryland,21601,Yes,1,Yes,1,Yes,2,Oct 25 2018,Sep 09 2020,0,,,,
Baltimore City,76054,Registered Family Home,Tonya Roberson,Baltimore,Maryland,21206,Yes,1,Yes,1,Yes,2,Oct 25 2018,Apr 30 2020,0,,,,
Howard,76037,Center,Triadelphia Ridge Extended Recreation Program,Ellicott City,Maryland,21042,Yes,1,Yes,1,No,1,Oct 25 2018,Jul 17 2020,0,,,,
Howard,76036,Center,Gorman Crossing Extended Recreation Program,Laurel,Maryland,20723,Yes,1,Yes,1,No,1,Oct 25 2018,Aug 05 2020,0,,,,
Baltimore City,76020,Registered Family Home,Delores Almond,Baltimore,Maryland,21224,Yes,1,Yes,1,No,2,Oct 25 2018,Feb 21 2020,0,,,,
Anne Arundel,76000,Registered Family Home,Patricia Hall,Pasadena,Maryland,21122,Yes,1,Yes,1,Yes,2,Oct 25 2018,Oct 02 2020,0,,,,
Frederick,75812,Center,Beth Sholom Early Childhood Center,Frederick,Maryland,21701,Yes,1,Yes,1,No,3,Dec 17 2018,Nov 04 2020,0,,,,
Baltimore City,75797,Registered Family Home,Dorothy Hall,Baltimore,Maryland,21213,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jun 04 2020,0,,,,
Prince George's,75602,Center,NARA Child Care Center,College Park,Maryland,20740,Yes,5,Yes,5,Yes,3,Oct 25 2018,Jan 25 2020,0,,Health and Wellness  | Accredited Program  | Eco-Friendly Program,,National Association for the Education of Young Children (NAEYC)
Anne Arundel,75261,Registered Family Home,Dawn Hollenczer,Odenton,Maryland,21113,Yes,5,Yes,5,Yes,2,Oct 25 2018,Apr 30 2020,0,,Health and Wellness  | Quality Business Practices  | Accredited Program,,NAFCC
Baltimore,75258,Registered Family Home,Aletheia McCaskill,Baltimore,Maryland,21207,Yes,5,Yes,5,Yes,2,Sep 10 2019,Sep 24 2020,1,Mar 28 2019,,,NAFCC
Harford,75195,Registered Family Home,Willa Pointer,Edgewood,Maryland,21040,Yes,1,Yes,1,Yes,2,Oct 25 2018,Mar 10 2020,0,,,,
Montgomery,75182,Registered Family Home,Rhonda Roberts,Ashton,Maryland,20861,Yes,1,Yes,1,Yes,2,Oct 25 2018,Aug 28 2020,0,,,,
Howard,75181,Registered Family Home,Deena Kinnaman,Laurel,Maryland,20723,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jun 25 2020,0,,,,
Carroll,75164,Center,Little Friends Day Care,New Windsor,Maryland,21776,Yes,1,Yes,1,Yes,3,Oct 25 2018,Aug 22 2020,0,,,,
Harford,75043,Center,St. Matthew Preschool,Bel Air,Maryland,21014,Yes,1,Yes,1,No,3,Dec 11 2018,Dec 12 2020,0,,,,
Washington,74929,Registered Family Home,Cheryl Petty,Hagerstown,Maryland,21740,Yes,1,Yes,1,No,2,Jan 25 2019,Dec 12 2020,0,,,,
Montgomery,74869,Registered Family Home,Teresa Sanchez,Rockville,Maryland,20853,Yes,1,Yes,1,No,2,Oct 25 2018,Sep 29 2020,0,,,,
Frederick,74777,Center,Jefferson Stepping Stone Center,Jefferson,Maryland,21755,Yes,2,Yes,2,Yes,3,Oct 25 2018,Feb 22 2020,0,,,,
Frederick,74042,Center,Childrens Center For Discovery Monrovia.,Monrovia,Maryland,21770,Yes,1,Yes,1,No,3,Oct 25 2018,Aug 07 2020,0,,,,
Howard,73968,Registered Family Home,Djuana Livingstone,Columbia,Maryland,21045,Yes,2,Yes,2,No,2,Oct 25 2018,Apr 25 2020,0,,,,
Calvert,73916,Registered Family Home,Mary Joachim,Owings,Maryland,20736,Yes,5,Yes,5,Yes,2,Oct 25 2018,Aug 20 2020,2,Oct 18 2019,Health and Wellness  | Accredited Program,,NAFCC
Wicomico,73543,Registered Family Home,Eileen Thompson,Salisbury,Maryland,21801,Yes,3,Yes,3,Yes,2,Oct 25 2018,Sep 09 2020,0,,,,
Baltimore,73413,Registered Family Home,Carolyn White,Baltimore,Maryland,21207,Yes,3,Yes,3,No,2,Oct 25 2018,Aug 30 2020,1,Aug 27 2019,,,
Baltimore City,73322,Registered Family Home,Geraldine Taylor,Baltimore,Maryland,21216,Yes,2,Yes,2,Yes,2,Oct 25 2018,Feb 22 2020,0,,,,
Prince George's,73320,Registered Family Home,Pamela Hammond,Laurel,Maryland,20708,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jun 24 2020,0,,,,
Prince George's,73279,Center,Marlow Heights Community Center After Care Program/Special Population,Marlow Heights,Maryland,20748,Yes,1,Yes,1,No,1,Oct 25 2018,May 01 2020,0,,,,
Charles,73087,Registered Family Home,Renee Locker,Waldorf,Maryland,20602,Yes,1,Yes,1,No,2,Oct 25 2018,Jun 04 2020,0,,,,
Montgomery,72717,Registered Family Home,Maria-Luz Bolo,Silver Spring,Maryland,20901,Yes,5,Yes,5,Yes,2,Oct 25 2018,Jul 07 2020,0,,Accredited Program,,NAFCC
Caroline,72708,Center,Caroline County Family Support Center,Denton,Maryland,21629,Yes,5,Yes,5,Yes,3,Oct 25 2018,Jul 23 2020,0,,,,MSDE
Prince George's,72641,Center,Beltsville Community Center SACCP,Beltsville,Maryland,20705,Yes,1,Yes,1,No,1,Oct 25 2018,Mar 31 2020,0,,,,
Calvert,72429,Registered Family Home,Vicki Stinnett,Owings,Maryland,20736,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jul 18 2020,0,,,,
Montgomery,72199,Center,Care A Lot Child Care Center,North Potomac,Maryland,20878,Yes,5,Yes,5,Yes,3,Oct 25 2018,Feb 22 2020,0,,,,National Association for the Education of Young Children (NAEYC)
Baltimore,71692,Center,Halethorpe Elementary School Before & After  Child Care,Baltimore,Maryland,21227,Yes,1,Yes,1,Yes,1,Oct 25 2018,Feb 22 2020,0,,,,
Frederick,71600,Center,Green Valley YMCA Early Learning Center,Monrovia,Maryland,21770,Yes,1,Yes,1,Yes,3,Jan 04 2019,Dec 17 2020,0,,,,
Baltimore City,71269,Center,Joshua's Place,Baltimore,Maryland,21215,Yes,1,Yes,1,Yes,3,Oct 25 2018,Sep 02 2020,0,,,,
Montgomery,71228,Center,Bradley Hills Presbyterian NS,Bethesda,Maryland,20817,Yes,1,Yes,1,No,3,Oct 25 2018,Jul 08 2020,0,,,,
Baltimore,71208,Center,White Marsh Tiny Tots @ Joppa View,Perry Hall,Maryland,21128,Yes,1,Yes,1,No,3,Oct 25 2018,Apr 15 2020,0,,,,
Baltimore City,71075,Center,Clarence W. Blount CDC @ BCCC,Baltimore,Maryland,21215,Yes,4,Yes,4,Yes,3,Oct 25 2018,May 15 2020,0,,,,
Prince George's,71011,Center,Shadyside Day Care Center,Suitland,Maryland,20746,Yes,1,Yes,1,Yes,3,Oct 25 2018,May 02 2020,0,,,,
Anne Arundel,255773,Center,YMCA at Jessup Elementary,Jessup,Maryland,20794,Yes,1,Yes,1,Yes,2,Apr 01 2019,Sep 17 2020,0,,,,
Anne Arundel,254547,Center,YMCA Richard Henry Lee @ Corkran Middle School,Glen Burnie,Maryland,21061,Yes,1,Yes,1,No,1,Oct 25 2018,Mar 17 2020,0,,,,
Prince George's,70927,Center,Rollingcrest-Chillum Community Center,Chillum,Maryland,20782,Yes,0,Yes,1,Yes,1,Feb 05 2019,Dec 25 2020,1,Jan 28 2019,,,MSDE
Frederick,70859,Center,Church of the Brethren Learning  Center,Frederick,Maryland,21701,Yes,4,Yes,4,No,3,Oct 25 2019,Oct 29 2020,1,Sep 18 2019,,,
Baltimore,70792,Center,The Childcare Learning Center at Hernwood Elementary School,Randallstown,Maryland,21133,Yes,1,Yes,1,No,3,Jan 18 2019,Dec 12 2020,0,,,,
Baltimore City,70742,Registered Family Home,Gwendolyn Mccloud-Neal,Baltimore,Maryland,21239,Yes,1,Yes,1,No,2,Oct 25 2018,May 28 2020,0,,,,
Baltimore,70703,Center,Essex Recreation Child Care,Baltimore,Maryland,21221,Yes,1,Yes,1,Yes,1,Oct 25 2018,Apr 07 2020,0,,,,
Baltimore,70635,Center,Trinity Episcopal Preschool,Towson,Maryland,21204,Yes,2,Yes,2,Yes,3,Oct 25 2018,Apr 18 2020,0,,,,MSDE
Howard,70621,Registered Family Home,Shamim Vohra,Laurel,Maryland,20723,Yes,1,Yes,1,Yes,2,Oct 25 2018,Oct 28 2020,0,,,,
Montgomery,70507,Center,Bar-T at Stedwick Elementary School,Montgomery Village,Maryland,20886,Yes,3,Yes,3,Yes,1,Oct 25 2018,Apr 08 2020,0,,,,
Anne Arundel,70473,Center,Solley Elementary School Age Child Care,Glen Burnie,Maryland,21060,Yes,3,Yes,3,Yes,1,Dec 11 2018,Dec 05 2020,0,,Asthma-Friendly Program  | Health and Wellness,,
Baltimore,70467,Center,Church Lane Elem AM/PM Care,Randallstown,Maryland,21133,Yes,1,Yes,1,No,1,Oct 25 2018,Oct 31 2020,0,,,,
Anne Arundel,70466,Center,South Shore ES SACC,Crownsville,Maryland,21032,Yes,3,Yes,3,Yes,1,Oct 25 2018,Feb 28 2020,0,,Health and Wellness  | Asthma-Friendly Program,,
Howard,70419,Center,Fulton Extended Recreation Program,Fulton,Maryland,20759,Yes,1,Yes,1,No,1,Oct 25 2018,Aug 05 2020,0,,,,
Howard,70418,Center,Hollifield Station Ext Rec,Ellicott City,Maryland,21043,Yes,1,Yes,1,No,1,Oct 25 2018,Aug 05 2020,0,,,,
Baltimore City,70376,Registered Family Home,Robin Hursey-White,Baltimore,Maryland,21206,Yes,3,Yes,3,No,2,Oct 25 2018,May 13 2020,0,,,,
Baltimore City,70373,Registered Family Home,Jeannette Spears,Baltimore,Maryland,21223,Yes,1,Yes,1,No,2,Oct 25 2018,Jan 09 2020,0,,,,
Carroll,70297,Center,Little Friends of Grace,Westminster,Maryland,21157,Yes,1,Yes,1,Yes,3,Oct 25 2018,May 22 2020,0,,,,
Prince George's,70270,Center,Beltsville Community Center Pre-School,Beltsville,Maryland,20705,Yes,1,Yes,1,No,3,Oct 25 2018,Mar 31 2020,0,,,,
Baltimore City,70269,Registered Family Home,Denise McNeal,Baltimore,Maryland,21225,Yes,1,Yes,1,No,2,Oct 25 2018,Aug 25 2020,0,,,,
Prince George's,70266,Center,Parkview Child Development Center,Landover,Maryland,20785,Yes,2,Yes,2,No,3,Oct 25 2018,Jul 30 2020,0,,,,
Frederick,70223,Center,Celebree Learning Center,Frederick,Maryland,21703,Yes,3,Yes,3,No,3,Dec 04 2018,Nov 14 2020,0,,,,
Charles,70093,Registered Family Home,Deanne Bader,Waldorf,Maryland,20603,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jul 30 2020,0,,,,
Harford,70088,Center,Celebree Learning Center - Bel Air,Bel Air,Maryland,21014,Yes,5,Yes,5,No,3,Aug 06 2019,Sep 24 2020,0,,,,
Howard,69908,Registered Family Home,Stacy Thornton - Street,Columbia,Maryland,21045,Yes,1,Yes,1,No,2,Oct 25 2018,Feb 22 2020,0,,,,
Montgomery,69813,Center,S.H.I.N.E. After School Program,Silver Spring,Maryland,20905,Yes,1,Yes,1,No,1,Oct 25 2018,Jan 25 2020,1,Oct 08 2019,,,
Montgomery,69738,Center,Kids After Hours at Highland View Elementary School,Silver Spring,Maryland,20901,Yes,3,Yes,3,Yes,1,Oct 25 2018,Feb 08 2020,0,,,,
Baltimore City,69637,Registered Family Home,Jeanette Henry,Baltimore,Maryland,21231,Yes,1,Yes,1,No,2,Oct 25 2018,Apr 07 2020,0,,,,
Baltimore,69565,Center,Zoned for Kids at Towson,Towson,Maryland,21286,Yes,2,Yes,2,Yes,3,Oct 25 2018,Feb 05 2020,0,,,,
Baltimore City,69409,Registered Family Home,Betty Clark,Baltimore,Maryland,21239,Yes,1,Yes,1,No,2,Oct 25 2018,Apr 24 2020,0,,,,
Baltimore City,69185,Registered Family Home,Angela Payne,Baltimore,Maryland,21206,Yes,0,No,,Yes,,,Jun 05 2015,0,,,,
Prince George's,69151,Registered Family Home,Aneela Tanveer,Mitchellville,Maryland,20721,Yes,1,Yes,1,No,2,Oct 25 2018,Apr 11 2020,0,,,,
Washington,68969,Center,Trinity Learning Center,Smithsburg,Maryland,21783,Yes,2,Yes,2,No,3,Dec 11 2018,Dec 08 2020,0,,,,
Anne Arundel,68940,Registered Family Home,Darlene Colbert-Richardson,Annapolis,Maryland,21401,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jul 01 2020,0,,,,
Anne Arundel,68851,Registered Family Home,Regina Smith,Baltimore,Maryland,21225,Yes,1,Yes,1,No,2,Oct 25 2018,Feb 06 2020,0,,,,
Prince George's,68818,Registered Family Home,Cheryl-Ann Cunningham,Hyattsville,Maryland,20783,Yes,1,Yes,1,Yes,2,Oct 25 2018,May 28 2020,0,,,,
Howard,68586,Registered Family Home,Anita Foder,Jessup,Maryland,20794,Yes,1,Yes,1,No,2,Oct 25 2018,Mar 10 2020,0,,,,
Harford,68435,Center,HCC Early Learning Center,Bel Air,Maryland,21015,Yes,1,Yes,1,Yes,3,Oct 25 2018,May 30 2020,0,,,,
Wicomico,68419,Registered Family Home,Cheryl Thomsen,Salisbury,Maryland,21804,Yes,3,Yes,3,No,2,Dec 12 2018,Dec 12 2020,0,,,,
Anne Arundel,68304,Center,Nichols-Bethel United Methodist  Preschool,Odenton,Maryland,21113,Yes,1,Yes,1,Yes,3,Oct 25 2018,Jul 08 2020,0,,,,
Baltimore,68303,Registered Family Home,Dorothy Allen,Owings Mills,Maryland,21117,Yes,1,Yes,1,No,2,Jan 04 2019,Dec 30 2020,1,Dec 09 2019,,,
Carroll,68220,Center,"Deb's Place, Inc.",Eldersburg,Maryland,21784,Yes,1,Yes,1,Yes,3,Oct 25 2018,May 28 2020,0,,,,
Prince George's,68063,Registered Family Home,Marcia Jefferson,Mitchellville,Maryland,20721,Yes,0,No,,No,,,Aug 26 2015,0,,,,
Harford,67972,Center,Tiny Tot School,Bel Air,Maryland,21014,Yes,2,Yes,2,No,3,Oct 25 2018,Jul 16 2020,0,,,,
Baltimore,67782,Registered Family Home,M Juanita Thomas,Baltimore,Maryland,21207,Yes,1,Yes,1,Yes,2,Oct 25 2018,Sep 03 2020,0,,,,
Anne Arundel,67732,Registered Family Home,Flor Figlia,Baltimore,Maryland,21226,Yes,1,Yes,1,No,2,Oct 25 2018,May 30 2020,0,,,,
Prince George's,67611,Center,Kingsford Elementary School Extended Learning Program,Mitchellville,Maryland,20721,Yes,2,Yes,2,Yes,1,Oct 25 2018,May 09 2020,0,,,,
Talbot,67609,Center,Presbyterian Church Nursery School,Easton,Maryland,21601,Yes,1,Yes,1,No,3,Dec 17 2018,Dec 12 2020,0,,,,
Prince George's,67602,Center,Bond Mill Elementary School Before and After Program,Laurel,Maryland,20707,Yes,1,Yes,1,Yes,1,Oct 25 2018,Sep 05 2020,1,Feb 13 2019,,,
Anne Arundel,67348,Registered Family Home,Diana Maenner,Pasadena,Maryland,21122,Yes,1,Yes,1,No,2,Oct 25 2018,Feb 22 2020,0,,,,
Baltimore City,67332,Registered Family Home,Hattie Holmes,Baltimore,Maryland,21229,Yes,1,Yes,1,No,2,Dec 17 2018,Dec 04 2020,0,,,,
Prince George's,67187,Center,Scotchtown Hills Before and After Program,Laurel,Maryland,20707,Yes,2,Yes,2,Yes,1,Jan 08 2019,Nov 19 2020,0,,,,
Frederick,66950,Center,Kemptown Elementary Before and After School Enrichment,Monrovia,Maryland,21770,Yes,1,Yes,1,Yes,1,Oct 25 2018,Jun 16 2020,0,,,,
Frederick,66946,Center,Walkersville Elementary Before and After School Enrichment,Walkersville,Maryland,21793,Yes,1,Yes,1,Yes,1,Oct 25 2018,Feb 22 2020,0,,,,
Frederick,66944,Center,Glade Elementary Before and After School Enrichment,Walkersville,Maryland,21793,Yes,0,Yes,1,Yes,1,Dec 12 2018,Dec 02 2020,0,,,,
Frederick,66941,Center,Parkway Elementary Before and After School Enrichment,Frederick,Maryland,21701,Yes,0,Yes,1,No,1,Dec 11 2018,Nov 12 2020,0,,,,
Frederick,66940,Center,Deer Crossing Elementary Before and After School Enrichment,New Market,Maryland,21774,Yes,0,Yes,1,Yes,1,Oct 25 2018,Sep 09 2020,0,,,,
Montgomery,66860,Center,Iman Learning Center,Germantown,Maryland,20876,Yes,3,Yes,3,Yes,3,Oct 25 2018,Sep 26 2020,0,,,,MSDE
Wicomico,66762,Center,"Bundles Of Joy University, Inc. -  Salisbury Campus",Salisbury,Maryland,21804,Yes,5,Yes,5,Yes,3,Jan 14 2019,Jun 13 2020,0,,,Maryland Accreditation (MSDE) 2021-07-31,MSDE
Wicomico,66632,Registered Family Home,Phyllis Hankerson,Salisbury,Maryland,21801,Yes,1,Yes,1,No,2,Oct 25 2018,Aug 01 2020,0,,,,
Anne Arundel,66092,Registered Family Home,Sharon Owens,Severn,Maryland,21144,Yes,1,Yes,1,Yes,2,Oct 25 2018,Apr 11 2020,0,,,,
Wicomico,66039,Registered Family Home,Ronette Downing,Willards,Maryland,21874,Yes,1,Yes,1,Yes,2,Oct 25 2018,Oct 08 2020,0,,,,
Frederick,65870,Center,Educare Learning Center,Jefferson,Maryland,21755,Yes,5,Yes,5,Yes,3,Oct 25 2018,May 20 2020,0,,Quality Business Practices  | Accredited Program,,MSDE
Prince George's,65794,Center,Jaycees Child Care Center,Fort Washington,Maryland,20744,Yes,4,Yes,4,Yes,3,Oct 25 2018,Feb 22 2020,0,,,,NECPA
Montgomery,65750,Registered Family Home,Salamatu Abdullah (Abdou),Gaithersburg,Maryland,20879,Yes,1,Yes,1,No,2,Oct 25 2018,Aug 12 2020,0,,,,
Montgomery,65371,Center,The Children in the Shoe-BCC,Bethesda,Maryland,20814,Yes,3,Yes,3,No,3,Dec 20 2018,Nov 04 2020,0,,,,
Baltimore City,65289,Registered Family Home,Christine Noakes,Baltimore,Maryland,21207,Yes,2,Yes,2,No,2,Oct 25 2018,Jul 29 2020,0,,,,
Montgomery,65210,Center,Montrose School Center For Optimal Learning and Training,Rockville,Maryland,20852,Yes,1,Yes,1,Yes,3,Oct 25 2018,Jan 25 2020,0,,,,MSDE
Baltimore,65100,Registered Family Home,Carmen Kitchen,Baltimore,Maryland,21227,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jun 12 2020,0,,,,
Baltimore,65084,Center,First Foundations Learning Center-303811,Baltimore,Maryland,21244,Yes,1,Yes,1,Yes,3,Oct 25 2018,Sep 02 2020,0,,,,National Association for the Education of Young Children (NAEYC)
Anne Arundel,65083,Registered Family Home,Michaela Cass,Davidsonville,Maryland,21035,Yes,3,Yes,3,Yes,2,Oct 25 2018,Jul 10 2020,0,,Quality Business Practices  | Health and Wellness,,NAFCC
Montgomery,64789,Center,Just Us Kids Child Care Center,Gaithersburg,Maryland,20879,Yes,3,Yes,3,No,3,Jan 02 2019,Dec 30 2020,0,,,,
Prince George's,64785,Center,Kiddie Academy of Oxon Hill,Oxon Hill,Maryland,20745,Yes,1,Yes,1,Yes,3,Oct 25 2018,Sep 29 2020,0,,,,NECPA
